x_origem,y_origem,x_destino,y_destino,comprimento,id_tubo,tipo_origem,tipo_destino,material,dn,pressao
674563.76,7188625.46,674563.62,7188624.98,0.5,4319482,distribuicao,distribuicao,AC,0.0,4.0
674686.45,7188620.62,674695.16,7188618.5,8.964,4295994,distribuicao,distribuicao,PEAD,63.0,4.0
674694.56,7188618.13,674693.43,7188616.04,2.376,4296012,distribuicao,conexao,PEAD,32.0,4.0
674693.43,7188616.04,674689.4,7188617.03,4.15,4296012,conexao,conexao,PEAD,32.0,4.0
674689.4,7188617.03,674688.8,7188614.6,2.503,4296012,conexao,distribuicao,PEAD,32.0,4.0
674695.16,7188618.5,674694.56,7188618.13,0.705,4296001,distribuicao,distribuicao,PEAD,32.0,4.0
674688.68,7188614.11,674688.5,7188613.35,0.781,4296032,distribuicao,distribuicao,AC,0.0,4.0
674688.8,7188614.6,674688.68,7188614.11,0.504,4296022,distribuicao,distribuicao,AC,1.0,4.0
674737.64,7188533.1,674739.0,7188534.41,1.891,4295837,distribuicao,conexao,PEAD,63.0,4.0
674739.0,7188534.41,674741.92,7188531.33,4.245,4295837,conexao,conexao,PEAD,63.0,4.0
674741.92,7188531.33,674741.01,7188523.6,7.792,4295837,conexao,distribuicao,PEAD,63.0,4.0
674741.59,7188523.47,674741.42,7188522.65,0.837,4295853,distribuicao,distribuicao,PEAD,63.0,4.0
674741.01,7188523.6,674741.59,7188523.47,0.594,4295843,distribuicao,distribuicao,PEAD,63.0,4.0
674562.62,7188540.87,674563.06,7188561.48,20.615,4318813,distribuicao,distribuicao,PEAD,63.0,4.0
674563.06,7188561.48,674563.42,7188564.87,3.409,3776415,distribuicao,distribuicao,PEAD,63.0,4.0
674563.06,7188561.48,674564.06,7188561.39,1.004,4318816,distribuicao,distribuicao,PEAD,63.0,4.0
674564.06,7188561.39,674564.02,7188560.89,0.502,4318826,distribuicao,distribuicao,PEAD,63.0,4.0
674562.62,7188540.87,674562.89,7188533.79,7.085,4511441,distribuicao,distribuicao,PEAD,63.0,4.0
674562.89,7188533.79,674564.12,7188525.24,8.638,4522815,distribuicao,distribuicao,PEAD,63.0,4.0
674559.44,7188534.37,674562.67,7188533.83,3.275,4511460,distribuicao,distribuicao,PEAD,32.0,4.0
674559.43,7188534.19,674559.44,7188534.29,0.1,4511485,distribuicao,distribuicao,AC,0.0,4.0
674559.44,7188534.29,674559.44,7188534.37,0.08,4511475,distribuicao,distribuicao,AC,1.0,4.0
674562.67,7188533.83,674562.89,7188533.79,0.224,4511427,distribuicao,distribuicao,PEAD,32.0,4.0
674564.12,7188525.24,674563.63,7188525.13,0.502,4522820,distribuicao,distribuicao,PEAD,32.0,4.0
674563.63,7188525.13,674559.22,7188523.53,4.691,4522826,distribuicao,distribuicao,PEAD,32.0,4.0
674559.22,7188523.53,674559.32,7188523.04,0.5,4522836,distribuicao,distribuicao,AC,1.0,4.0
674559.32,7188523.04,674559.41,7188522.55,0.498,4522842,distribuicao,distribuicao,AC,0.0,4.0
674829.23,7188511.78,674888.55,7188498.41,60.808,3776147,distribuicao,distribuicao,PEAD,63.0,4.0
674829.23,7188511.78,674829.07,7188511.05,0.747,4380656,distribuicao,distribuicao,PEAD,32.0,4.0
674829.07,7188511.05,674828.11,7188506.67,4.484,4380666,distribuicao,distribuicao,PEAD,32.0,4.0
674828.11,7188506.67,674828.0,7188506.18,0.502,4380676,distribuicao,distribuicao,AC,1.0,4.0
674828.0,7188506.18,674827.9,7188505.69,0.5,4380682,distribuicao,distribuicao,AC,0.0,4.0
674888.55,7188498.41,674934.66,7188487.67,47.344,3910785,distribuicao,distribuicao,PEAD,63.0,4.0
674564.12,7188525.24,674570.58,7188491.58,34.274,4523273,distribuicao,conexao,PEAD,63.0,4.0
674570.58,7188491.58,674590.7,7188443.63,52.0,4523273,conexao,distribuicao,PEAD,63.0,4.0
674741.01,7188523.6,674728.18,7188465.66,59.344,4298051,distribuicao,conexao,PEAD,63.0,4.0
674728.18,7188465.66,674727.8,7188463.65,2.046,4298051,conexao,conexao,PEAD,63.0,4.0
674727.8,7188463.65,674729.16,7188463.34,1.395,4298051,conexao,conexao,PEAD,63.0,4.0
674729.16,7188463.34,674726.45,7188451.63,12.019,4298051,conexao,distribuicao,PEAD,63.0,4.0
674726.09,7188452.24,674721.96,7188454.88,4.902,4298068,distribuicao,distribuicao,PEAD,32.0,4.0
674721.96,7188454.88,674722.09,7188455.41,0.546,4298082,distribuicao,distribuicao,AC,1.0,4.0
674726.45,7188451.63,674726.09,7188452.24,0.708,4298057,distribuicao,distribuicao,PEAD,32.0,4.0
674726.45,7188451.63,674718.61,7188417.53,34.99,3776639,distribuicao,distribuicao,PEAD,63.0,4.0
674583.98,7188444.53,674584.0,7188444.99,0.46,4523304,distribuicao,distribuicao,AC,0.0,4.0
674583.96,7188444.03,674583.98,7188444.53,0.5,4523298,distribuicao,distribuicao,AC,1.0,4.0
674590.24,7188443.44,674583.96,7188444.03,6.308,4523288,distribuicao,distribuicao,PEAD,32.0,4.0
674590.7,7188443.63,674590.24,7188443.44,0.498,4523278,distribuicao,distribuicao,PEAD,32.0,4.0
676130.35,7188803.26,676169.52,7188811.94,40.12,4121492,distribuicao,conexao,PEAD,63.0,4.0
676169.52,7188811.94,676181.45,7188817.65,13.226,4121492,conexao,conexao,PEAD,63.0,4.0
676181.45,7188817.65,676203.47,7188833.4,27.073,4121492,conexao,conexao,PEAD,63.0,4.0
676203.47,7188833.4,676215.71,7188848.87,19.727,4121492,conexao,conexao,PEAD,63.0,4.0
676215.71,7188848.87,676229.39,7188869.34,24.62,4121492,conexao,conexao,PEAD,63.0,4.0
676229.39,7188869.34,676228.56,7188869.9,1.001,4121492,conexao,conexao,PEAD,63.0,4.0
676228.56,7188869.9,676281.03,7188945.67,92.164,4121492,conexao,distribuicao,PEAD,63.0,4.0
676107.39,7188799.43,676092.18,7188791.85,16.994,4493366,distribuicao,conexao,PEAD,160.0,4.0
676092.18,7188791.85,675977.98,7188938.85,186.147,4493366,conexao,conexao,PEAD,160.0,4.0
675977.98,7188938.85,675946.72,7188981.44,52.831,4493366,conexao,distribuicao,PEAD,160.0,4.0
676197.17,7189370.46,676133.9,7189295.63,97.993,4080889,distribuicao,distribuicao,PEAD,63.0,4.0
676131.23,7189292.43,676190.97,7189225.64,89.609,4410090,distribuicao,conexao,PEAD,63.0,4.0
676190.97,7189225.64,676237.25,7189278.86,70.528,4410090,conexao,distribuicao,PEAD,63.0,4.0
676191.9,7189200.19,676287.32,7189093.77,142.934,4492616,distribuicao,distribuicao,PEAD,63.0,4.0
676286.78,7189112.38,676291.65,7189113.47,4.99,4511099,distribuicao,conexao,PEAD,63.0,4.0
676291.65,7189113.47,676295.07,7189117.32,5.146,4511099,conexao,conexao,PEAD,63.0,4.0
676295.07,7189117.32,676310.15,7189217.61,101.417,4511099,conexao,distribuicao,PEAD,63.0,4.0
676286.78,7189112.38,676198.74,7189213.47,134.053,4544261,distribuicao,conexao,PEAD,63.0,4.0
676198.74,7189213.47,676221.32,7189240.57,35.274,4544261,conexao,conexao,PEAD,63.0,4.0
676221.32,7189240.57,676237.69,7189256.47,22.821,4544261,conexao,conexao,PEAD,63.0,4.0
676237.69,7189256.47,676263.45,7189285.91,39.119,4544261,conexao,distribuicao,PEAD,63.0,4.0
676007.95,7189162.48,676054.03,7189215.44,70.201,3494215,distribuicao,conexao,PEAD,160.0,4.0
676054.03,7189215.44,676068.04,7189228.1,18.883,3494215,conexao,conexao,PEAD,160.0,4.0
676068.04,7189228.1,676089.08,7189252.59,32.287,3494215,conexao,conexao,PEAD,160.0,4.0
676089.08,7189252.59,676097.44,7189265.94,15.752,3494215,conexao,conexao,PEAD,160.0,4.0
676097.44,7189265.94,676136.17,7189310.72,59.205,3494215,conexao,conexao,PEAD,160.0,4.0
676136.17,7189310.72,676138.23,7189309.0,2.684,3494215,conexao,conexao,PEAD,160.0,4.0
676138.23,7189309.0,676169.89,7189345.7,48.469,3494215,conexao,conexao,PEAD,160.0,4.0
676169.89,7189345.7,676167.82,7189347.43,2.698,3494215,conexao,conexao,PEAD,160.0,4.0
676167.82,7189347.43,676190.36,7189373.5,34.463,3494215,conexao,distribuicao,PEAD,160.0,4.0
676154.1,7189242.65,676177.76,7189214.45,36.811,4350782,distribuicao,conexao,PEAD,63.0,4.0
676177.76,7189214.45,676176.78,7189213.32,1.496,4350782,conexao,conexao,PEAD,63.0,4.0
676176.78,7189213.32,676177.99,7189212.27,1.602,4350782,conexao,conexao,PEAD,63.0,4.0
676177.99,7189212.27,676175.39,7189207.37,5.547,4350782,conexao,conexao,PEAD,63.0,4.0
676175.39,7189207.37,676144.21,7189171.38,47.618,4350782,conexao,distribuicao,PEAD,63.0,4.0
676154.1,7189242.65,676190.72,7189201.48,55.1,4376782,distribuicao,distribuicao,PEAD,63.0,4.0
676100.84,7189258.88,676101.56,7189257.12,1.902,4299156,distribuicao,distribuicao,PEAD,32.0,4.0
676100.79,7189259.59,676100.84,7189258.88,0.712,4299132,distribuicao,distribuicao,PEAD,32.0,4.0
676101.56,7189257.12,676105.21,7189254.49,4.499,4299143,distribuicao,distribuicao,AC,1.0,4.0
676081.89,7189235.68,676082.35,7189234.4,1.36,1845453,distribuicao,distribuicao,PEAD,32.0,4.0
676081.84,7189236.38,676081.89,7189235.68,0.702,1845442,distribuicao,distribuicao,PEAD,32.0,4.0
676116.0,7189275.08,676120.1,7189275.0,4.101,4351022,distribuicao,conexao,PEAD,63.0,4.0
676120.1,7189275.0,676127.86,7189266.92,11.203,4351022,conexao,conexao,PEAD,63.0,4.0
676127.86,7189266.92,676130.47,7189269.26,3.505,4351022,conexao,conexao,PEAD,63.0,4.0
676130.47,7189269.26,676154.1,7189242.65,35.587,4351022,conexao,distribuicao,PEAD,63.0,4.0
676190.72,7189201.48,676156.29,7189162.83,51.761,4396223,distribuicao,distribuicao,PEAD,63.0,4.0
676190.72,7189201.48,676191.9,7189200.19,1.748,4493080,distribuicao,distribuicao,PEAD,63.0,4.0
676191.9,7189200.19,676191.52,7189199.85,0.51,4493085,distribuicao,distribuicao,PEAD,63.0,4.0
676156.91,7189162.29,676158.98,7189159.95,3.124,4396238,distribuicao,distribuicao,PEAD,32.0,4.0
676158.62,7189159.56,676158.26,7189159.19,0.516,4396254,distribuicao,distribuicao,AC,0.0,4.0
676158.98,7189159.95,676158.62,7189159.56,0.531,4396248,distribuicao,distribuicao,AC,1.0,4.0
676156.29,7189162.83,676156.91,7189162.29,0.822,4396228,distribuicao,distribuicao,PEAD,32.0,4.0
676082.35,7189234.4,676086.74,7189229.73,6.409,1845463,distribuicao,distribuicao,AC,1.0,4.0
676287.19,7189313.98,676295.92,7189324.13,13.388,4410718,distribuicao,conexao,PEAD,63.0,4.0
676295.92,7189324.13,676309.22,7189297.59,29.686,4410718,conexao,conexao,PEAD,63.0,4.0
676309.22,7189297.59,676316.52,7189277.21,21.648,4410718,conexao,conexao,PEAD,63.0,4.0
676316.52,7189277.21,676320.25,7189258.49,19.088,4410718,conexao,distribuicao,PEAD,63.0,4.0
676310.15,7189217.61,676310.64,7189244.86,27.254,4493568,distribuicao,conexao,PEAD,63.0,4.0
676310.64,7189244.86,676304.91,7189278.37,33.996,4493568,conexao,conexao,PEAD,63.0,4.0
676304.91,7189278.37,676299.35,7189293.65,16.26,4493568,conexao,conexao,PEAD,63.0,4.0
676299.35,7189293.65,676288.03,7189312.73,22.185,4493568,conexao,distribuicao,PEAD,63.0,4.0
676287.32,7189093.77,676291.79,7189085.08,9.772,4375445,distribuicao,conexao,PEAD,63.0,4.0
676291.79,7189085.08,676276.99,7188979.71,106.404,4375445,conexao,conexao,PEAD,63.0,4.0
676276.99,7188979.71,676266.56,7188953.24,28.451,4375445,conexao,conexao,PEAD,63.0,4.0
676266.56,7188953.24,676238.83,7188911.38,50.212,4375445,conexao,distribuicao,PEAD,63.0,4.0
676286.78,7189112.38,676302.18,7189092.17,25.409,4492779,distribuicao,distribuicao,PEAD,63.0,4.0
676302.05,7189091.42,676287.32,7189093.77,14.916,4492631,distribuicao,distribuicao,PEAD,63.0,4.0
676281.03,7188945.67,676283.12,7188948.64,3.632,4121114,distribuicao,conexao,PEAD,63.0,4.0
676283.12,7188948.64,676282.22,7188949.28,1.104,4121114,conexao,conexao,PEAD,63.0,4.0
676282.22,7188949.28,676303.74,7188980.6,38.001,4121114,conexao,conexao,PEAD,63.0,4.0
676303.74,7188980.6,676308.61,7188985.43,6.859,4121114,conexao,conexao,PEAD,63.0,4.0
676308.61,7188985.43,676317.54,7189000.46,17.483,4121114,conexao,distribuicao,PEAD,63.0,4.0
676170.22,7189007.32,676177.75,7189017.04,12.296,1447353,distribuicao,distribuicao,PEAD,32.0,4.0
676177.75,7189017.04,676178.76,7189017.52,1.118,1447369,distribuicao,distribuicao,AC,1.0,4.0
676178.76,7189017.52,676179.28,7189017.12,0.656,1447379,distribuicao,distribuicao,AC,0.0,4.0
676170.31,7189006.62,676170.22,7189007.32,0.706,1447342,distribuicao,distribuicao,PEAD,32.0,4.0
676172.39,7189004.4,676170.31,7189006.62,3.042,4318940,distribuicao,distribuicao,PEAD,63.0,4.0
676172.39,7189004.4,676173.16,7189003.81,0.97,4318912,distribuicao,distribuicao,PEAD,63.0,4.0
676281.73,7188945.79,676285.7,7188944.69,4.12,4121515,distribuicao,distribuicao,PEAD,32.0,4.0
676285.7,7188944.69,676286.09,7188944.38,0.498,4121525,distribuicao,distribuicao,AC,1.0,4.0
676281.03,7188945.67,676281.73,7188945.79,0.71,4121504,distribuicao,distribuicao,PEAD,32.0,4.0
676286.09,7188944.38,676286.49,7188944.08,0.5,4121535,distribuicao,distribuicao,AC,0.0,4.0
676235.54,7188913.6,676235.44,7188913.67,0.122,4375504,distribuicao,distribuicao,AC,1.0,4.0
676235.44,7188913.67,676235.32,7188913.75,0.144,4375514,distribuicao,distribuicao,AC,0.0,4.0
676238.62,7188911.52,676235.54,7188913.6,3.717,4375488,distribuicao,distribuicao,PEAD,32.0,4.0
676238.83,7188911.38,676238.62,7188911.52,0.252,4375431,distribuicao,distribuicao,PEAD,32.0,4.0
675992.1,7188926.96,675977.32,7188948.29,25.956,4492915,distribuicao,conexao,PEAD,63.0,4.0
675977.32,7188948.29,675977.31,7188953.61,5.314,4492915,conexao,conexao,PEAD,63.0,4.0
675977.31,7188953.61,676075.36,7189068.76,151.239,4492915,conexao,distribuicao,PEAD,63.0,4.0
675917.63,7189047.65,675920.39,7189047.19,2.798,4493137,distribuicao,conexao,PEAD,63.0,4.0
675920.39,7189047.19,675910.63,7189035.79,15.007,4493137,conexao,conexao,PEAD,63.0,4.0
675910.63,7189035.79,675912.79,7189030.92,5.321,4493137,conexao,conexao,PEAD,63.0,4.0
675912.79,7189030.92,675961.2,7188969.44,78.256,4493137,conexao,distribuicao,PEAD,63.0,4.0
676047.33,7189101.9,676001.22,7189140.86,60.366,4493506,distribuicao,conexao,PEAD,63.0,4.0
676001.22,7189140.86,675998.81,7189139.51,2.762,4493506,conexao,distribuicao,PEAD,63.0,4.0
676116.62,7189054.57,676172.39,7189004.4,75.015,4319044,distribuicao,distribuicao,PEAD,63.0,4.0
676010.96,7189025.83,676008.32,7189028.11,3.488,4544309,distribuicao,conexao,PEAD,63.0,4.0
676008.32,7189028.11,676069.22,7189098.97,93.434,4544309,conexao,distribuicao,PEAD,63.0,4.0
675982.78,7189133.38,675919.85,7189060.64,96.184,3493164,distribuicao,distribuicao,PEAD,160.0,4.0
675998.81,7189139.51,675957.69,7189093.43,61.759,4493485,distribuicao,distribuicao,PEAD,63.0,4.0
676007.95,7189162.48,675982.78,7189133.38,38.475,3493352,distribuicao,distribuicao,PEAD,160.0,4.0
675982.78,7189133.38,675968.08,7189147.1,20.108,3493358,distribuicao,distribuicao,PEAD,63.0,4.0
676013.95,7189157.95,675998.81,7189139.51,23.859,4493523,distribuicao,distribuicao,PEAD,63.0,4.0
675955.92,7189091.41,675917.63,7189047.65,58.147,4492644,distribuicao,distribuicao,PEAD,63.0,4.0
675957.69,7189093.43,675955.92,7189091.41,2.686,3474487,distribuicao,distribuicao,PEAD,63.0,4.0
675956.67,7189090.75,675957.5,7189090.02,1.105,3474504,distribuicao,distribuicao,PEAD,32.0,4.0
675955.92,7189091.41,675956.67,7189090.75,0.999,3474493,distribuicao,distribuicao,PEAD,32.0,4.0
675957.5,7189090.02,675960.31,7189084.16,6.499,3474514,distribuicao,distribuicao,AC,1.0,4.0
676087.55,7189081.3,676110.94,7189059.83,31.75,1843623,distribuicao,distribuicao,PEAD,63.0,4.0
676144.21,7189171.38,676080.33,7189096.93,98.099,4350797,distribuicao,conexao,PEAD,63.0,4.0
676080.33,7189096.93,676076.25,7189094.44,4.78,4350797,conexao,conexao,PEAD,63.0,4.0
676076.25,7189094.44,676072.15,7189095.45,4.223,4350797,conexao,conexao,PEAD,63.0,4.0
676072.15,7189095.45,676055.69,7189109.6,21.706,4350797,conexao,distribuicao,PEAD,63.0,4.0
676122.0,7189035.15,676114.22,7189041.36,9.955,4492894,distribuicao,conexao,PEAD,63.0,4.0
676114.22,7189041.36,676113.27,7189040.33,1.401,4492894,conexao,conexao,PEAD,63.0,4.0
676113.27,7189040.33,676083.33,7189067.45,40.396,4492894,conexao,conexao,PEAD,63.0,4.0
676083.33,7189067.45,676079.1,7189069.2,4.58,4492894,conexao,conexao,PEAD,63.0,4.0
676079.1,7189069.2,676075.36,7189068.76,3.772,4492894,conexao,distribuicao,PEAD,63.0,4.0
676050.68,7189113.57,676017.38,7189143.94,45.069,4493418,distribuicao,conexao,PEAD,63.0,4.0
676017.38,7189143.94,676011.25,7189151.99,10.12,4493418,conexao,conexao,PEAD,63.0,4.0
676011.25,7189151.99,676013.95,7189157.95,6.54,4493418,conexao,distribuicao,PEAD,63.0,4.0
676108.67,7189103.41,676107.57,7189104.35,1.447,4501510,distribuicao,distribuicao,PEAD,32.0,4.0
676107.57,7189104.35,676107.18,7189104.67,0.504,4501519,distribuicao,distribuicao,PEAD,32.0,4.0
676108.67,7189103.41,676108.81,7189103.29,0.184,4501546,distribuicao,distribuicao,AC,1.0,4.0
676050.61,7189113.78,676051.89,7189115.92,2.494,4482020,distribuicao,distribuicao,PEAD,32.0,4.0
676051.89,7189115.92,676052.17,7189116.23,0.418,4482030,distribuicao,distribuicao,AC,1.0,4.0
676050.68,7189113.57,676050.61,7189113.78,0.221,4481988,distribuicao,distribuicao,PEAD,32.0,4.0
676055.69,7189109.6,676050.68,7189113.57,6.392,4481934,distribuicao,distribuicao,PEAD,63.0,4.0
676107.18,7189104.67,676142.83,7189144.86,53.723,4493007,distribuicao,conexao,PEAD,63.0,4.0
676142.83,7189144.86,676156.29,7189162.83,22.452,4493007,conexao,distribuicao,PEAD,63.0,4.0
676108.81,7189103.29,676108.91,7189103.2,0.135,4501560,distribuicao,distribuicao,AC,0.0,4.0
676111.65,7189059.86,676114.1,7189061.41,2.899,1843642,distribuicao,distribuicao,PEAD,32.0,4.0
676110.94,7189059.83,676116.62,7189054.57,7.741,4525101,distribuicao,distribuicao,PEAD,63.0,4.0
676114.1,7189061.41,676114.44,7189061.78,0.502,1843652,distribuicao,distribuicao,AC,1.0,4.0
676117.33,7189054.6,676121.01,7189057.87,4.923,4525112,distribuicao,conexao,PEAD,32.0,4.0
676121.01,7189057.87,676120.0,7189058.8,1.373,4525112,conexao,distribuicao,PEAD,32.0,4.0
676119.63,7189059.13,676119.27,7189059.45,0.482,4525128,distribuicao,distribuicao,AC,0.0,4.0
676120.0,7189058.8,676119.63,7189059.13,0.496,4525122,distribuicao,distribuicao,AC,1.0,4.0
676116.62,7189054.57,676117.33,7189054.6,0.711,4525106,distribuicao,distribuicao,PEAD,32.0,4.0
676110.94,7189059.83,676111.65,7189059.86,0.711,1843630,distribuicao,distribuicao,PEAD,32.0,4.0
676122.0,7189035.15,676122.03,7189034.44,0.711,4333334,distribuicao,distribuicao,PEAD,32.0,4.0
676122.03,7189034.44,676119.49,7189030.12,5.011,4333345,distribuicao,distribuicao,PEAD,32.0,4.0
676119.49,7189030.12,676119.86,7189029.78,0.502,4333355,distribuicao,distribuicao,AC,1.0,4.0
676060.07,7189088.46,676047.33,7189101.9,18.519,4493537,distribuicao,distribuicao,PEAD,63.0,4.0
676086.99,7189081.8,676063.89,7189104.05,32.073,4350821,distribuicao,conexao,PEAD,63.0,4.0
676063.89,7189104.05,676055.69,7189109.6,9.902,4350821,conexao,distribuicao,PEAD,63.0,4.0
676075.36,7189068.76,676086.99,7189081.8,17.473,4108914,distribuicao,distribuicao,PEAD,63.0,4.0
676087.87,7189081.69,676107.18,7189104.67,30.016,4501533,distribuicao,distribuicao,PEAD,63.0,4.0
676086.99,7189081.8,676087.55,7189081.3,0.751,4205091,distribuicao,distribuicao,PEAD,63.0,4.0
676087.55,7189081.3,676087.87,7189081.69,0.504,4205094,distribuicao,distribuicao,PEAD,63.0,4.0
676149.54,7189007.97,676122.0,7189035.15,38.694,4333328,distribuicao,distribuicao,PEAD,63.0,4.0
676016.23,7188897.61,676004.59,7188912.83,19.161,4493360,distribuicao,distribuicao,PEAD,63.0,4.0
676010.77,7188912.68,676007.65,7188915.2,4.011,4410704,distribuicao,conexao,PEAD,32.0,4.0
676007.65,7188915.2,676005.04,7188913.15,3.319,4410704,conexao,distribuicao,PEAD,32.0,4.0
676010.77,7188912.68,676010.94,7188912.77,0.192,4410800,distribuicao,distribuicao,AC,1.0,4.0
676010.94,7188912.77,676011.05,7188912.87,0.149,4410818,distribuicao,distribuicao,AC,0.0,4.0
676005.04,7188913.15,676004.59,7188912.83,0.552,4410672,distribuicao,distribuicao,PEAD,63.0,4.0
676016.23,7188897.61,676017.93,7188895.44,2.757,4493166,distribuicao,distribuicao,PEAD,63.0,4.0
675918.12,7189021.15,675917.35,7189022.11,1.231,4453732,distribuicao,conexao,PEAD,90.0,7.0
675917.35,7189022.11,675910.08,7189016.32,9.294,4453732,conexao,conexao,PEAD,90.0,7.0
675910.08,7189016.32,675957.71,7188956.08,76.795,4453732,conexao,conexao,PEAD,90.0,7.0
675957.71,7188956.08,675916.66,7188909.16,62.343,4453732,conexao,conexao,PEAD,90.0,7.0
675916.66,7188909.16,675914.43,7188911.09,2.949,4453732,conexao,distribuicao,PEAD,90.0,7.0
675992.29,7188927.11,675961.2,7188969.44,52.521,4493095,distribuicao,distribuicao,PEAD,63.0,4.0
675961.2,7188969.44,675963.35,7188967.52,2.877,4492516,distribuicao,conexao,PEAD,63.0,4.0
675963.35,7188967.52,675966.39,7188967.7,3.045,4492516,conexao,conexao,PEAD,63.0,4.0
675966.39,7188967.7,676013.62,7189023.53,73.121,4492516,conexao,conexao,PEAD,63.0,4.0
676013.62,7189023.53,676010.96,7189025.83,3.516,4492516,conexao,distribuicao,PEAD,63.0,4.0
675992.1,7188926.96,675992.29,7188927.11,0.242,4493104,distribuicao,distribuicao,PEAD,63.0,4.0
676004.59,7188912.83,675992.29,7188927.11,18.847,4493118,distribuicao,distribuicao,PEAD,63.0,4.0
676417.83,7188380.06,676423.66,7188439.45,59.682,4203917,distribuicao,conexao,PEAD,160.0,4.0
676423.66,7188439.45,676421.91,7188450.17,10.865,4203917,conexao,conexao,PEAD,160.0,4.0
676421.91,7188450.17,676416.79,7188460.14,11.2,4203917,conexao,conexao,PEAD,160.0,4.0
676416.79,7188460.14,676184.2,7188765.96,384.216,4203917,conexao,conexao,PEAD,160.0,4.0
676184.2,7188765.96,676181.74,7188764.04,3.121,4203917,conexao,conexao,PEAD,160.0,4.0
676181.74,7188764.04,676147.27,7188809.63,57.154,4203917,conexao,conexao,PEAD,160.0,4.0
676147.27,7188809.63,676120.15,7188804.56,27.59,4203917,conexao,conexao,PEAD,160.0,4.0
676120.15,7188804.56,676107.39,7188799.43,13.753,4203917,conexao,distribuicao,PEAD,160.0,4.0
676212.38,7188731.48,676220.96,7188720.86,13.653,4204880,distribuicao,conexao,PEAD,63.0,4.0
676220.96,7188720.86,676222.79,7188722.25,2.298,4204880,conexao,conexao,PEAD,63.0,4.0
676222.79,7188722.25,676227.21,7188716.44,7.3,4204880,conexao,conexao,PEAD,63.0,4.0
676227.21,7188716.44,676225.74,7188715.32,1.848,4204880,conexao,conexao,PEAD,63.0,4.0
676225.74,7188715.32,676263.64,7188665.14,62.884,4204880,conexao,conexao,PEAD,63.0,4.0
676263.64,7188665.14,676317.14,7188601.14,83.416,4204880,conexao,conexao,PEAD,63.0,4.0
676317.14,7188601.14,676408.2,7188474.94,155.623,4204880,conexao,distribuicao,PEAD,63.0,4.0
676173.61,7188763.81,676144.57,7188801.85,47.864,4121715,distribuicao,conexao,PEAD,63.0,4.0
676144.57,7188801.85,676139.86,7188803.57,5.013,4121715,conexao,conexao,PEAD,63.0,4.0
676139.86,7188803.57,676130.84,7188801.37,9.285,4121715,conexao,conexao,PEAD,63.0,4.0
676130.84,7188801.37,676130.35,7188803.26,1.952,4121715,conexao,distribuicao,PEAD,63.0,4.0
676112.37,7188798.08,676085.53,7188783.94,30.337,4524378,distribuicao,conexao,PEAD,63.0,4.0
676085.53,7188783.94,676060.45,7188820.28,44.154,4524378,conexao,conexao,PEAD,63.0,4.0
676060.45,7188820.28,675965.97,7188939.06,151.773,4524378,conexao,conexao,PEAD,63.0,4.0
675965.97,7188939.06,675902.57,7188866.55,96.319,4524378,conexao,distribuicao,PEAD,63.0,4.0
676016.5,7188752.3,675981.42,7188727.4,43.019,4543714,distribuicao,conexao,PEAD,63.0,4.0
675981.42,7188727.4,675920.54,7188806.16,99.547,4543714,conexao,distribuicao,PEAD,63.0,4.0
676175.99,7188835.42,676157.75,7188827.64,19.83,4493255,distribuicao,conexao,PEAD,63.0,4.0
676157.75,7188827.64,676116.24,7188820.02,42.204,4493255,conexao,conexao,PEAD,63.0,4.0
676116.24,7188820.02,676099.86,7188814.73,17.213,4493255,conexao,conexao,PEAD,63.0,4.0
676099.86,7188814.73,676085.76,7188807.95,15.645,4493255,conexao,conexao,PEAD,63.0,4.0
676085.76,7188807.95,676017.93,7188895.44,110.704,4493255,conexao,distribuicao,PEAD,63.0,4.0
676112.37,7188798.08,676130.35,7188803.26,18.711,4121611,distribuicao,distribuicao,PEAD,63.0,4.0
676107.39,7188799.43,676108.13,7188797.57,2.002,4079601,distribuicao,conexao,PEAD,63.0,4.0
676108.13,7188797.57,676110.57,7188798.53,2.622,4079601,conexao,distribuicao,PEAD,63.0,4.0
676110.57,7188798.53,676112.37,7188798.08,1.855,4480752,distribuicao,distribuicao,PEAD,63.0,4.0
676191.05,7188741.77,676173.61,7188763.81,28.105,4333243,distribuicao,distribuicao,PEAD,63.0,4.0
676172.91,7188763.9,676168.06,7188760.97,5.666,4333260,distribuicao,distribuicao,PEAD,32.0,4.0
676173.61,7188763.81,676172.91,7188763.9,0.706,4333249,distribuicao,distribuicao,PEAD,32.0,4.0
676167.75,7188761.36,676168.06,7188760.97,0.498,4333270,distribuicao,distribuicao,AC,1.0,4.0
676194.61,7188737.18,676191.05,7188741.77,5.809,4298944,distribuicao,distribuicao,PEAD,63.0,4.0
676190.98,7188741.07,676184.2,7188733.02,10.525,4298991,distribuicao,distribuicao,PEAD,32.0,4.0
676190.98,7188741.07,676191.05,7188741.77,0.703,4298950,distribuicao,distribuicao,PEAD,32.0,4.0
676187.46,7188734.27,676193.92,7188737.28,7.127,4134286,distribuicao,distribuicao,PEAD,32.0,4.0
676187.46,7188734.27,676187.14,7188734.03,0.4,4134326,distribuicao,distribuicao,AC,1.0,4.0
676184.2,7188733.02,676183.79,7188732.73,0.502,4299001,distribuicao,distribuicao,AC,1.0,4.0
676183.79,7188732.73,676183.38,7188732.44,0.502,4299011,distribuicao,distribuicao,AC,0.0,4.0
